"Price","Brand","Body","Mileage","EngineV","Engine.Type","Registration","Year"
11700,"BMW","sedan",270,3,"Diesel","yes",2003
13000,"Mercedes-Benz","other",400,2.2,"Diesel","yes",2005
40990,"Mercedes-Benz","crossover",0,2.2,"Diesel","yes",2016
13321.33,"Renault","crossover",0,1.5,"Diesel","yes",2016
40990,"BMW","crossover",4,3,"Diesel","yes",2016
27300,"Mercedes-Benz","crossover",185,3,"Diesel","yes",2008
40990,"Toyota","crossover",128,4.5,"Diesel","yes",2013
10000,"Volkswagen","sedan",90,4.7,"Petrol","no",2010
40990,"BMW","sedan",2,4.7,"Petrol","yes",2016
11900,"Mitsubishi","crossover",129,2.5,"Diesel","yes",2007
40990,"BMW","sedan",0,2,"Diesel","yes",2016
12800,"BMW","sedan",140,2.2,"Petrol","yes",2005
3900,"Mercedes-Benz","sedan",375,2,"Petrol","yes",1990
12650,"Volkswagen","hatch",11,1,"Petrol","yes",2014
5600,"Volkswagen","vagon",235,1.4,"Petrol","yes",2000
19600,"Mercedes-Benz","vagon",127,1.8,"Diesel","yes",2013
28900,"Toyota","sedan",15,2.5,"Petrol","yes",2015
10900,"Volkswagen","sedan",273,2,"Petrol","yes",2006
11500,"Volkswagen","sedan",169,1.8,"Petrol","yes",2008
9950,"Mitsubishi","crossover",275,3.5,"Gas","yes",2000
23800,"Mercedes-Benz","sedan",195,2.2,"Diesel","yes",2010
8750,"Renault","vagon",46,1.6,"Petrol","yes",2012
19900,"Toyota","sedan",28,1.6,"Petrol","yes",2014
6000,"Audi","sedan",226,1.8,"Petrol","yes",1995
12900,"Volkswagen","sedan",136,1.6,"Diesel","yes",2010
8999,"BMW","sedan",221,4.5,"Petrol","yes",2002
8700,"Volkswagen","van",244,2.5,"Diesel","yes",2001
19800,"Toyota","crossover",44,2,"Petrol","yes",2013
9000,"Volkswagen","sedan",51,1.6,"Petrol","yes",2013
21000,"Volkswagen","vagon",58,2,"Diesel","yes",2013
2100,"Audi","vagon",275,2.5,"Diesel","no",1998
5000,"Mercedes-Benz","van",400,2.3,"Diesel","yes",1998
9500,"Toyota","other",90,1.6,"Other","yes",2008
34500,"Volkswagen","van",167,2,"Diesel","yes",2013
9800,"Toyota","hatch",98,1.6,"Gas","yes",2008
10399,"Audi","sedan",293,1.8,"Gas","yes",2004
42000,"Mercedes-Benz","sedan",38,2.2,"Diesel","yes",2014
14500,"Audi","hatch",60,1.2,"Petrol","yes",2011
13621.43,"Toyota","sedan",0,1.3,"Petrol","yes",2015
3300,"BMW","sedan",250,3,"Diesel","no",2000
34899.14,"Volkswagen","vagon",0,2,"Petrol","yes",2016
4500,"Mercedes-Benz","van",180,2.3,"Diesel","yes",1998
1800,"Volkswagen","vagon",280,1.9,"Diesel","yes",1996
12999,"Mitsubishi","crossover",140,2.4,"Gas","yes",2007
8800,"Volkswagen","van",240,1.9,"Diesel","yes",2003
22000,"Audi","crossover",152,4.2,"Petrol","yes",2007
40990,"Mercedes-Benz","other",0,3,"Petrol","yes",2016
35555,"Toyota","crossover",40,3.5,"Petrol","yes",2013
2600,"Volkswagen","sedan",330,1.9,"Petrol","no",1999
11818.95,"Volkswagen","sedan",1,1.6,"Petrol","yes",2014
8000,"Renault","van",207,1.9,"Diesel","yes",2003
40990,"Audi","crossover",0,2,"Diesel","yes",2016
5300,"Audi","other",182,2.5,"Diesel","no",2002
1800,"Renault","van",123,1.9,"Diesel","yes",2004
8500,"Volkswagen","van",216,1.9,"Diesel","yes",2005
40990,"Mercedes-Benz","crossover",30,4.7,"Petrol","yes",2013
23000,"Toyota","crossover",233,4,"Gas","yes",2006
11900,"Audi","sedan",131,2,"Petrol","yes",2007
6999,"Mercedes-Benz","sedan",200,2.6,"Gas","yes",2001
9999,"Toyota","sedan",345,3,"Gas","yes",2005
8999,"Audi","vagon",200,2.7,"Petrol","yes",2003
10800,"Renault","other",206,2,"Diesel","yes",2008
7777,"Mercedes-Benz","other",230,2.8,"Petrol","yes",1991
11500,"Mercedes-Benz","van",200,2.2,"Diesel","yes",2010
2300,"Mitsubishi","sedan",420,1.8,"Petrol","yes",1991
2000,"Audi","vagon",310,2.5,"Other","no",1998
28900,"Volkswagen","crossover",1,2,"Petrol","yes",2016
7700,"Mercedes-Benz","sedan",285,3,"Diesel","yes",1999
20996.24,"Renault","crossover",0,1.5,"Diesel","yes",2016
8600,"Toyota","sedan",126,1.6,"Petrol","yes",2008
11000,"Toyota","sedan",156,1.8,"Petrol","yes",2008
11200,"Volkswagen","sedan",260,3.2,"Petrol","yes",2006
5000,"BMW","sedan",270,3,"Diesel","yes",2000
14900,"BMW","vagon",221,2,"Diesel","yes",2008
9500,"Mercedes-Benz","other",280,2.9,"Diesel","yes",1998
7700,"Volkswagen","sedan",220,2.8,"Petrol","yes",2004
21900,"Toyota","sedan",88,2.5,"Petrol","yes",2012
40990,"BMW","crossover",1,3,"Petrol","yes",2016
8000,"Mercedes-Benz","other",245,2.2,"Diesel","yes",2004
2199,"Mercedes-Benz","van",396,2.2,"Diesel","no",2000
41900,"Mercedes-Benz","sedan",95,4.7,"Petrol","yes",2011
20300,"Mercedes-Benz","sedan",198,1.8,"Gas","yes",2011
14300,"Toyota","sedan",71,2.4,"Petrol","yes",2008
40990,"Mercedes-Benz","crossover",70,3,"Diesel","yes",2013
6500,"BMW","sedan",311,2,"Gas","yes",1998
8500,"Mercedes-Benz","van",281,2.2,"Diesel","yes",2004
5400,"Renault","vagon",181,1.5,"Diesel","no",2010
16800,"Toyota","crossover",238,4,"Gas","yes",2004
22900,"Toyota","crossover",34,2,"Petrol","yes",2012
21300,"Mercedes-Benz","crossover",143,3.2,"Diesel","yes",2007
16999,"BMW","other",90,2.5,"Petrol","yes",2008
15700,"Volkswagen","sedan",110,1.8,"Petrol","yes",2011
5300,"Mercedes-Benz","van",244,2.2,"Diesel","yes",2000
16500,"Mercedes-Benz","sedan",280,3.7,"Petrol","yes",2004
8999,"BMW","sedan",250,1.9,"Petrol","yes",2001
14850,"Toyota","hatch",51,1.6,"Petrol","yes",2013
24100,"BMW","vagon",112,3,"Petrol","yes",2011
40990,"BMW","crossover",1,2,"Diesel","yes",2016
24500,"BMW","crossover",195,4.8,"Petrol","yes",2007
23499,"Toyota","crossover",174,4,"Gas","yes",2008
14500,"Volkswagen","vagon",229,2,"Diesel","yes",2009
13300.95,"Renault","vagon",0,1.5,"Diesel","yes",2016
1852.5,"Audi","sedan",150,1.8,"Petrol","yes",1991
8777,"Mitsubishi","sedan",180,4.7,"Petrol","yes",2007
8500,"BMW","sedan",245,2.2,"Petrol","yes",2002
21500,"Mercedes-Benz","sedan",146,1.8,"Gas","yes",2012
10000,"Volkswagen","sedan",174,2,"Petrol","yes",2005
4500,"Mercedes-Benz","other",356,2.3,"Petrol","yes",1991
21900,"Volkswagen","van",166,2,"Diesel","yes",2011
40990,"Mercedes-Benz","van",0,2.2,"Diesel","yes",2016
7750,"Renault","van",70,1.5,"Diesel","yes",2014
9750,"Volkswagen","van",253,1.9,"Diesel","yes",2010
3100,"Renault","vagon",150,1.9,"Diesel","no",2003
1900,"BMW","sedan",200,1.8,"Gas","no",1994
14300,"BMW","sedan",217,3,"Diesel","yes",2005
4300,"Renault","van",1,1.5,"Diesel","yes",2003
17000,"Audi","crossover",127,3,"Diesel","no",2013
17999,"Toyota","crossover",35,2,"Petrol","yes",2009
40990,"Mercedes-Benz","crossover",0,3,"Diesel","yes",2016
3100,"Audi","hatch",114,1.6,"Petrol","no",2001
6999,"Mitsubishi","sedan",113,1.5,"Petrol","yes",2007
13900,"Toyota","sedan",102,3.5,"Gas","yes",2008
40990,"Mercedes-Benz","crossover",68,3,"Diesel","yes",2014
11800,"Mercedes-Benz","van",148,2.2,"Diesel","yes",2010
40990,"Mercedes-Benz","crossover",39,3,"Diesel","yes",2015
21000,"Audi","sedan",210,4.2,"Petrol","yes",2009
3150,"Mercedes-Benz","vagon",220,1.7,"Other","no",2001
1950,"Audi","vagon",300,1.8,"Petrol","no",1999
12500,"Mitsubishi","crossover",120,2.5,"Diesel","yes",2007
3100,"Volkswagen","sedan",232,1.9,"Diesel","no",2001
19800,"Toyota","crossover",252,4.2,"Diesel","yes",2002
4200,"Audi","sedan",236,2.5,"Diesel","no",2003
2100,"Audi","vagon",230,1.9,"Diesel","no",2000
32500,"BMW","vagon",162,3,"Diesel","yes",2012
15500,"Audi","vagon",180,2,"Diesel","yes",2007
11500,"Mercedes-Benz","sedan",224,2.6,"Gas","yes",2003
3000,"Audi","sedan",265,1.8,"Petrol","yes",1991
4550,"BMW","sedan",200,2.8,"Petrol","no",1997
18777,"BMW","sedan",134,4.4,"Petrol","yes",2005
19700,"Audi","crossover",172,3.6,"Petrol","yes",2007
10950,"Renault","vagon",180,1.5,"Diesel","yes",2011
9600,"Volkswagen","other",128,1.9,"Diesel","yes",2010
6700,"Renault","hatch",96,1.4,"Petrol","yes",2010
2411,"Audi","sedan",240,1.6,"Other","yes",1991
23500,"BMW","crossover",74,2,"Petrol","yes",2010
9000,"Volkswagen","sedan",59,2,"Petrol","no",2010
38764,"Volkswagen","sedan",0,2,"Diesel","yes",2014
5500,"Volkswagen","van",380,2.4,"Diesel","yes",1999
11800,"Mercedes-Benz","sedan",150,2.2,"Diesel","yes",2004
40990,"Toyota","crossover",43,3,"Other","yes",2014
31500,"Audi","sedan",80,2,"Petrol","yes",2013
22800,"Volkswagen","other",161,2,"Diesel","yes",2011
21000,"BMW","other",130,2.5,"Petrol","yes",2006
9200,"Mercedes-Benz","sedan",172,2.8,"Petrol","yes",1997
9900,"Mercedes-Benz","sedan",320,2.7,"Diesel","yes",2001
1500,"Volkswagen","sedan",265,1.8,"Petrol","yes",1991
2850,"BMW","sedan",386,4.7,"Gas","yes",1991
19999,"Volkswagen","other",48,2,"Diesel","yes",2012
11250,"Volkswagen","other",159,1.4,"Petrol","yes",2010
40990,"Mitsubishi","crossover",0,2.4,"Diesel","yes",2016
18300,"Volkswagen","van",1,2.2,"Diesel","yes",2013
42900,"BMW","sedan",2,2,"Petrol","yes",2016
18400,"BMW","crossover",256,3,"Diesel","yes",2006
12900,"BMW","sedan",121,2,"Petrol","yes",2007
37600,"Toyota","crossover",126,4.7,"Petrol","yes",2008
40990,"BMW","sedan",5,2,"Petrol","yes",2016
3200,"Volkswagen","other",400,1.9,"Diesel","yes",1999
6500,"BMW","vagon",377,2,"Gas","yes",1998
40990,"Volkswagen","van",53,2,"Diesel","yes",2013
6900,"Mitsubishi","sedan",190,1.6,"Gas","yes",2007
40990,"Mercedes-Benz","crossover",16,4.7,"Petrol","yes",2015
5200,"Mitsubishi","van",200,1.6,"Petrol","yes",2003
8400,"Mitsubishi","sedan",147,2,"Petrol","yes",2007
1450,"Volkswagen","hatch",200,1.8,"Gas","no",1992
13700,"Volkswagen","other",103,2,"Diesel","yes",2013
18950,"Toyota","sedan",45,1.8,"Petrol","yes",2014
13000,"Mercedes-Benz","other",247,2.2,"Diesel","yes",2012
19800,"Mitsubishi","crossover",67,2,"Gas","yes",2013
22500,"Mercedes-Benz","sedan",213,2.2,"Diesel","yes",2012
19500,"BMW","sedan",190,4.7,"Petrol","yes",2004
6100,"Mercedes-Benz","sedan",300,3.2,"Diesel","no",2004
19000,"Volkswagen","sedan",109,1.8,"Petrol","yes",2012
3799,"Mercedes-Benz","van",350,2.2,"Diesel","yes",2000
8900,"BMW","sedan",250,2.5,"Diesel","yes",2001
8000,"Volkswagen","van",350,1.9,"Diesel","yes",2004
4500,"BMW","sedan",300,3,"Diesel","yes",2000
2600,"Volkswagen","van",10,2.4,"Diesel","yes",1991
4300,"BMW","sedan",240,2.5,"Diesel","no",2002
40990,"Mercedes-Benz","crossover",69,3,"Diesel","yes",2014
10000,"Renault","other",214,2.5,"Diesel","yes",2008
40990,"Audi","crossover",44,3,"Diesel","yes",2014
21700,"BMW","sedan",259,3,"Diesel","yes",2007
40990,"BMW","crossover",17,4.4,"Petrol","yes",2015
9200,"Mitsubishi","sedan",92,2,"Petrol","yes",2010
21700,"Audi","sedan",167,3,"Petrol","yes",2009
27300,"Mercedes-Benz","crossover",149,4.7,"Petrol","yes",2009
15200,"Volkswagen","van",132,2.5,"Diesel","yes",2009
9800,"Volkswagen","van",86,1.2,"Petrol","yes",2013
14500,"Mercedes-Benz","vagon",178,3,"Diesel","yes",2006
7800,"Renault","vagon",120,1.5,"Diesel","yes",2008
15250,"Mercedes-Benz","sedan",210,2.2,"Diesel","yes",2006
13500,"Audi","sedan",196,2.4,"Petrol","yes",2005
23333,"Audi","other",150,4.2,"Petrol","yes",2007
18800,"Mercedes-Benz","other",90,1.8,"Petrol","yes",2008
6700,"Mitsubishi","sedan",193,1.6,"Petrol","yes",2005
8200,"Toyota","crossover",212,2,"Gas","yes",2003
1650,"Volkswagen","sedan",210,1.8,"Petrol","no",1998
40990,"Audi","crossover",44,3,"Diesel","yes",2013
22900,"Volkswagen","sedan",48,2,"Petrol","yes",2013
10300,"Volkswagen","hatch",110,1.9,"Diesel","yes",2008
12500,"Toyota","sedan",175,2.4,"Petrol","yes",2007
6800,"Mitsubishi","sedan",170,1.6,"Petrol","yes",2004
33500,"BMW","sedan",1,1.5,"Petrol","yes",2015
20711.25,"Toyota","vagon",0,1.6,"Petrol","yes",2016
1499,"Volkswagen","sedan",220,2,"Gas","no",1995
18900,"Volkswagen","hatch",56,2,"Petrol","yes",2012
40990,"BMW","crossover",1,2,"Diesel","yes",2016
40990,"BMW","crossover",7,2,"Diesel","yes",2015
17777,"Volkswagen","van",250,2,"Diesel","yes",2010
33333,"Toyota","vagon",73,4,"Gas","yes",2009
3200,"Mercedes-Benz","sedan",390,2.3,"Gas","yes",1991
40990,"Audi","crossover",0,3,"Diesel","yes",2015
7450,"Renault","other",208,1.9,"Other","yes",2004
31990,"Mercedes-Benz","crossover",95,4.7,"Petrol","yes",2010
14200,"BMW","sedan",263,3,"Petrol","yes",2004
6300,"Renault","vagon",202,1.5,"Diesel","yes",2005
4350,"Renault","van",188,1.5,"Diesel","yes",2004
11100,"Renault","vagon",155,1.5,"Diesel","yes",2012
6300,"Volkswagen","vagon",132,2.8,"Gas","yes",1995
3300,"Renault","van",256,1.5,"Diesel","yes",2005
7450,"Mercedes-Benz","sedan",300,2,"Gas","yes",2000
1850,"Mitsubishi","sedan",145,1.6,"Petrol","no",1997
14000,"Mercedes-Benz","other",360,2.2,"Diesel","yes",2005
12850,"Renault","other",226,2.3,"Diesel","yes",2012
18300,"Toyota","hatch",30,1.6,"Petrol","yes",2014
14700,"Volkswagen","sedan",97,1.4,"Gas","yes",2012
3000,"Volkswagen","sedan",250,2.8,"Gas","no",2002
12999,"Mercedes-Benz","sedan",247,4,"Diesel","yes",2003
11850,"Mercedes-Benz","van",177,2.2,"Diesel","yes",2011
19500,"Volkswagen","sedan",128,1.8,"Petrol","yes",2013
20200,"Mercedes-Benz","sedan",69,2,"Petrol","yes",2010
12000,"Volkswagen","sedan",186,3.2,"Petrol","yes",2006
17800,"Mercedes-Benz","van",162,1.8,"Diesel","yes",2012
16800,"Toyota","crossover",154,2.7,"Petrol","yes",2005
10600,"Mercedes-Benz","van",250,2.2,"Diesel","yes",2006
40990,"Mercedes-Benz","crossover",0,3,"Diesel","yes",2016
4700,"Renault","hatch",124,1.5,"Diesel","yes",2003
20000,"Mercedes-Benz","crossover",251,4.7,"Gas","yes",2002
40990,"Mercedes-Benz","crossover",1,3,"Diesel","yes",2016
9000,"Mercedes-Benz","sedan",198,4,"Diesel","yes",2002
36300,"BMW","crossover",83,3.5,"Petrol","yes",2010
19400,"Toyota","crossover",88,2,"Petrol","yes",2011
7700,"Mercedes-Benz","sedan",230,2,"Petrol","yes",2001
17500,"Mitsubishi","other",69,2.5,"Diesel","yes",2011
31000,"BMW","sedan",100,2,"Petrol","yes",2012
33715.5,"Toyota","crossover",1,2.7,"Petrol","yes",2015
13500,"BMW","sedan",233,3,"Diesel","yes",2003
4900,"Renault","van",150,2,"Diesel","yes",2007
7700,"Mercedes-Benz","sedan",340,2.2,"Diesel","yes",2002
10900,"Renault","vagon",175,1.5,"Diesel","yes",2012
2200,"BMW","sedan",303,2.5,"Diesel","no",1999
7200,"BMW","sedan",270,3,"Diesel","no",2004
9150,"Toyota","hatch",87,1.6,"Petrol","yes",2008
5900,"BMW","sedan",10,2.8,"Petrol","yes",1991
4800,"Mitsubishi","hatch",206,1.6,"Gas","yes",2001
1500,"Volkswagen","vagon",200,1.8,"Gas","yes",1996
9500,"Volkswagen","hatch",62,1.2,"Diesel","yes",2011
3500,"Mercedes-Benz","van",395,2.3,"Diesel","no",1997
3650,"Volkswagen","sedan",300,1.8,"Petrol","yes",1996
40990,"Mercedes-Benz","crossover",160,3,"Diesel","yes",2013
6600,"Volkswagen","van",240,1.9,"Diesel","yes",2008
10200,"Toyota","sedan",185,1.8,"Petrol","yes",2007
19995,"Volkswagen","hatch",68,1.4,"Petrol","yes",2013
9800,"Mitsubishi","sedan",56,1.5,"Petrol","yes",2011
11200,"Mercedes-Benz","sedan",198,4.7,"Petrol","yes",2004
18000,"Volkswagen","crossover",117,2.5,"Diesel","yes",2006
28500,"Mitsubishi","crossover",0,2,"Petrol","yes",2016
9800,"Mitsubishi","sedan",81,2,"Petrol","yes",2009
3900,"Audi","sedan",247,2.5,"Diesel","no",2003
22711.65,"Mitsubishi","crossover",1,2,"Petrol","yes",2016
6500,"BMW","sedan",298,2.5,"Petrol","yes",1998
4999,"Volkswagen","hatch",300,1.9,"Diesel","yes",1999
9100,"Renault","vagon",176,1.5,"Diesel","yes",2011
11000,"Mercedes-Benz","sedan",319,2.2,"Diesel","yes",2003
7200,"Volkswagen","hatch",159,1.6,"Petrol","yes",2007
10900,"Mercedes-Benz","van",191,2.2,"Diesel","yes",2007
35000,"Volkswagen","sedan",74,4.2,"Gas","yes",2011
11500,"Mitsubishi","sedan",134,2.4,"Petrol","yes",2009
9999,"Mercedes-Benz","van",154,2.2,"Diesel","yes",2007
4400,"Renault","other",220,1.5,"Diesel","yes",2004
4000,"Mitsubishi","hatch",367,1.6,"Gas","yes",1997
29999,"Audi","other",90,3,"Petrol","yes",2011
14800,"Volkswagen","van",65,1.6,"Diesel","yes",2012
5500,"Mitsubishi","crossover",30,2.5,"Diesel","yes",2014
39333,"BMW","sedan",6,2,"Petrol","yes",2016
17000,"Mitsubishi","crossover",215,3.8,"Petrol","yes",2006
20900,"Toyota","sedan",18,2.5,"Other","yes",2013
15000,"BMW","sedan",137,2.2,"Petrol","yes",2004
1850,"Volkswagen","other",200,1.6,"Petrol","no",1999
6900,"Renault","hatch",47,1.4,"Petrol","yes",2012
11990,"Volkswagen","sedan",245,2,"Diesel","yes",2007
41000,"Mercedes-Benz","van",55,3,"Diesel","yes",2011
42000,"BMW","sedan",5,2,"Petrol","yes",2016
7700,"Renault","van",128,1.5,"Diesel","yes",2012
7750,"Volkswagen","van",265,1.9,"Diesel","yes",2002
10100,"Toyota","other",83,1.6,"Other","yes",2008
7500,"Renault","van",128,1.5,"Diesel","yes",2009
2700,"BMW","sedan",220,2.5,"Petrol","no",2002
40990,"Mercedes-Benz","other",32,4.7,"Petrol","yes",2007
800,"Renault","van",200,1.9,"Diesel","no",1997
17900,"Mitsubishi","crossover",89,3.8,"Gas","yes",2008
29000,"Audi","vagon",213,3,"Diesel","yes",2010
17100,"BMW","crossover",188,3,"Diesel","yes",2004
1600,"Mercedes-Benz","sedan",338,3,"Diesel","no",1991
11777,"Mercedes-Benz","other",300,4.3,"Gas","yes",2001
6699,"BMW","sedan",299,2.2,"Petrol","yes",2001
3900,"BMW","vagon",240,3,"Diesel","no",2001
6500,"Volkswagen","sedan",212,1.6,"Petrol","yes",2003
40990,"BMW","hatch",77,3,"Petrol","yes",2012
6500,"Renault","vagon",186,1.5,"Diesel","yes",2004
10800,"BMW","other",191,2.2,"Petrol","yes",2002
2450,"Audi","vagon",240,2.5,"Diesel","no",2000
28800,"Toyota","crossover",29,2.2,"Diesel","yes",2015
6900,"Volkswagen","crossover",258,2.5,"Diesel","no",2004
40990,"Toyota","crossover",400,4.7,"Gas","yes",2010
12700,"Volkswagen","van",75,1.2,"Petrol","yes",2012
7900,"Toyota","hatch",56,1,"Gas","yes",2011
18000,"BMW","sedan",180,2,"Other","no",2011
8899,"BMW","sedan",170,2.2,"Petrol","yes",2001
40990,"Mercedes-Benz","other",0,1.6,"Petrol","yes",2016
2100,"Mercedes-Benz","sedan",400,2.2,"Diesel","yes",1995
10900,"Audi","sedan",199,3,"Petrol","yes",2004
42500,"Toyota","crossover",50,3,"Diesel","yes",2012
40990,"BMW","crossover",106,3,"Diesel","yes",2012
3300,"Renault","van",345,1.9,"Diesel","yes",2001
40990,"Mercedes-Benz","other",0,4.7,"Petrol","yes",2016
16555,"Mercedes-Benz","sedan",159,3.5,"Gas","yes",2006
7000,"Mercedes-Benz","van",197,2.2,"Diesel","yes",2002
9300,"Mercedes-Benz","sedan",342,2.6,"Petrol","yes",2003
11500,"Audi","sedan",85,1.8,"Petrol","yes",2007
8000,"Mercedes-Benz","crossover",314,4.7,"Gas","yes",2000
16672.5,"Toyota","hatch",1,1.6,"Petrol","yes",2016
37990,"Volkswagen","crossover",140,3,"Diesel","yes",2012
2400,"Mercedes-Benz","sedan",1,2,"Petrol","no",2001
40990,"Mercedes-Benz","crossover",33,4.7,"Petrol","yes",2013
7150,"Renault","van",142,1.5,"Diesel","yes",2012
5000,"Toyota","crossover",289,2,"Diesel","no",2003
7700,"Mercedes-Benz","sedan",390,3,"Diesel","no",2007
28500,"Mercedes-Benz","crossover",190,3.2,"Diesel","yes",2008
40990,"Toyota","crossover",100,4.5,"Diesel","yes",2013
14700,"Toyota","vagon",98,2,"Gas","yes",2008
21900,"Volkswagen","sedan",107,3,"Diesel","yes",2009
40990,"Audi","crossover",67,3,"Petrol","yes",2013
19200,"Volkswagen","crossover",155,2.5,"Diesel","yes",2008
18700,"Audi","sedan",136,2,"Diesel","yes",2009
9600,"Audi","vagon",230,2.5,"Diesel","yes",2004
10500,"Volkswagen","van",312,2.5,"Diesel","yes",1998
40990,"BMW","sedan",8,4.4,"Petrol","yes",2014
18200,"Volkswagen","crossover",179,2.5,"Diesel","yes",2007
40990,"Audi","other",124,3,"Diesel","yes",2012
13700,"BMW","sedan",122,2,"Petrol","yes",2007
15000,"BMW","vagon",245,3,"Gas","yes",2006
6400,"Mitsubishi","sedan",127,1.6,"Petrol","yes",2006
40990,"Toyota","crossover",147,4.5,"Diesel","yes",2011
23700,"Toyota","sedan",100,2.5,"Gas","yes",2014
13950,"Volkswagen","hatch",104,1.2,"Petrol","yes",2012
23200,"Toyota","crossover",160,4,"Petrol","yes",2008
2750,"Audi","sedan",400,2.5,"Diesel","no",1999
40990,"Audi","crossover",0,3,"Diesel","yes",2015
21700,"BMW","crossover",125,3,"Petrol","yes",2007
16500,"Toyota","crossover",328,4.2,"Diesel","yes",1993
15000,"BMW","crossover",85,4.8,"Petrol","no",2010
40990,"Mercedes-Benz","crossover",16,3,"Diesel","yes",2013
1700,"BMW","sedan",200,2,"Diesel","no",2003
8500,"BMW","sedan",352,2.17,"Petrol","yes",2001
9999,"Toyota","sedan",250,2.4,"Petrol","yes",2003
3300,"Audi","vagon",300,2.5,"Diesel","no",1999
19900,"Volkswagen","other",112,2,"Petrol","yes",2012
11300,"Renault","vagon",160,1.5,"Diesel","yes",2011
14900,"Toyota","sedan",149,3.5,"Gas","yes",2008
39000,"Toyota","crossover",88,4.5,"Diesel","yes",2009
40990,"Mercedes-Benz","sedan",76,4.7,"Petrol","yes",2010
40990,"BMW","crossover",16,3,"Diesel","yes",2015
10500,"Renault","vagon",185,1.5,"Diesel","yes",2011
13900,"Renault","vagon",89,1.5,"Diesel","yes",2013
6800,"Renault","van",131,1.5,"Diesel","yes",2013
8500,"Mercedes-Benz","van",270,2.2,"Diesel","yes",2004
7600,"Volkswagen","van",158,2,"Diesel","yes",2009
30950,"Toyota","other",45,4.6,"Petrol","yes",2013
3990,"Audi","sedan",413,2.6,"Gas","yes",1993
40990,"Audi","sedan",44,4.7,"Petrol","yes",2012
33500,"Audi","sedan",42,2,"Petrol","yes",2013
11500,"BMW","sedan",193,4.4,"Petrol","yes",2000
24999,"Toyota","crossover",153,4,"Petrol","yes",2007
1850,"Audi","sedan",250,2.5,"Diesel","no",1999
29500,"Mercedes-Benz","crossover",55,2.2,"Diesel","no",2013
40990,"Mercedes-Benz","sedan",43,4.7,"Petrol","yes",2012
30900,"Audi","hatch",195,3,"Diesel","yes",2010
7000,"Toyota","crossover",150,2,"Petrol","yes",2000
8950,"Volkswagen","van",170,1.6,"Diesel","yes",2013
2500,"Mitsubishi","crossover",1,2.5,"Diesel","yes",2007
8350,"Renault","other",141,1.5,"Other","yes",2012
11400,"BMW","sedan",206,3,"Petrol","yes",2003
2600,"Volkswagen","sedan",280,2.5,"Diesel","no",2000
7450,"Mercedes-Benz","sedan",219,2,"Petrol","yes",2000
9499,"Audi","sedan",255,2.5,"Diesel","yes",2002
14900,"Toyota","sedan",106,2.4,"Petrol","yes",2008
8200,"Volkswagen","van",265,2.5,"Diesel","no",2007
12500,"Mercedes-Benz","sedan",208,3.2,"Diesel","yes",2004
14500,"Toyota","sedan",127,2.4,"Gas","yes",2008
41000,"BMW","crossover",80,3,"Petrol","yes",2012
12000,"Volkswagen","sedan",73,1.6,"Gas","yes",2011
5600,"Mercedes-Benz","sedan",230,2.7,"Diesel","no",2005
5200,"Mercedes-Benz","other",220,3.2,"Petrol","no",2004
9200,"Mitsubishi","sedan",48,1.5,"Petrol","yes",2008
25999,"Toyota","other",108,4,"Petrol","yes",2008
6300,"BMW","sedan",241,2.8,"Gas","yes",1995
40990,"Mercedes-Benz","sedan",25,3,"Diesel","yes",2015
15500,"BMW","sedan",216,2,"Diesel","yes",2008
17500,"Toyota","crossover",168,4,"Gas","yes",2004
9999,"Volkswagen","sedan",182,1.6,"Petrol","yes",2006
34600,"BMW","crossover",163,4.7,"Petrol","yes",2011
1185.6,"Renault","hatch",160,2,"Petrol","yes",1991
20500,"Mercedes-Benz","sedan",222,4.7,"Petrol","yes",2006
10900,"Renault","van",138,2,"Diesel","yes",2012
7800,"Volkswagen","hatch",230,1.6,"Petrol","yes",2004
3900,"Audi","vagon",232,2.5,"Diesel","no",2003
15500,"Toyota","crossover",120,2,"Petrol","yes",2008
40990,"Audi","crossover",126,3,"Diesel","yes",2013
12800,"Mercedes-Benz","van",193,2.2,"Other","yes",2011
14900,"Toyota","crossover",288,4.7,"Gas","yes",2000
1990,"Mercedes-Benz","hatch",230,1.7,"Other","no",2001
9800,"Mitsubishi","sedan",148,2,"Gas","yes",2008
2200,"BMW","sedan",400,2.4,"Diesel","yes",1991
8700,"Mercedes-Benz","sedan",290,2.7,"Diesel","yes",1999
3450,"Renault","van",196,1.9,"Diesel","yes",2001
22000,"Mercedes-Benz","van",236,2.2,"Diesel","yes",2012
6500,"Mercedes-Benz","other",315,2,"Petrol","yes",1996
12999,"Mitsubishi","crossover",111,3,"Gas","yes",2008
21500,"Volkswagen","sedan",2,1.6,"Diesel","yes",2016
2750,"BMW","vagon",254,2.8,"Gas","no",1997
23000,"Mitsubishi","crossover",125,3,"Gas","yes",2008
8200,"BMW","sedan",368,3,"Diesel","yes",2000
32900,"BMW","crossover",90,3,"Petrol","yes",2008
22000,"Toyota","sedan",73,3.5,"Petrol","yes",2010
2800,"Mitsubishi","other",290,2,"Petrol","yes",1990
12999,"Mercedes-Benz","van",130,2.2,"Diesel","yes",2012
32000,"Toyota","sedan",22,2.5,"Petrol","yes",2015
40990,"Toyota","crossover",0,4.5,"Petrol","yes",2016
6950,"Renault","van",310,2.5,"Diesel","yes",2005
